sentence,score
무대인사 배우들 보러 간건데 생각보다 괜찮았긴 하지만 딱 한 번 보고 말 것 같은 영화.. 그래도 나름 괜찮았음,7
1인 독재 주의를 찬양하는 영화.. 훌륭한 영화를 만들던 감독이 약점 잡혀 독재주의의 나팔수가 되었다. 슬프다.,2
존나 재밌다. 개인적으로 이연걸 보디가드보다 재밌음,10
쓰레기 영화도 심의해서 배포 못하게 해야함사람들 소중한 시간 갉아 먹는 영화네,1
우리가 흔히아는 이야기가 아닌반전동화가 곳곳에 담겨있는 이야기 유명배우들의 더빙에 직접 노래까지들을수 있는 프린스 챠밍왕자의판타스틱한 사랑찾기 영화,10
대단한 농구 애니메이션,10
미쳤습니다 정말…말로 표현할수가없네요,10
어렸기에 재밌었던 영화,6
최고,10
"펑펑 울고 진정이 되면 조금...아니, 더 크게 자랐을거야. 그리고 이해 안되던 모든게 이해가 되어가면서 부드럽고 아름답게 그런식으로 커가는거야. 소중한것들을 알아가면서. 사랑해 얘들아, 어른에게 상처 받는 온 세상의 아이들아...",10
잘봤어요! 잘봤어요!,7
스토리는 뭐 없지만 눈과 귀는 즐거웠음,10
기대보다 좋았고 역시 정성화!,8
영상미최고 극장에서 꼭 3D로 봐야하는 영화,7
건스 캔 두 애니띵!,6
연기력이 대단하고 연출 영상미도 좋았어요,10
지루하고 별로였어요!!,5
잘봤어요! 잘봤어요!,8
그냥 감동이다 재밌고 추억이 새록새록,10
이 영화를 처음 봤을 때가 생각이 나네요. 엄마가 보러 가자 해서 억지로 같이 봤는데 오히려 제가 이 영화에 더욱 더 여운이 남았었죠… 마지막 부분에 열차가 서로 가까워지고 남주 여주가 서로 보면서 눈이 커지는 장면이 제일 인상 깊네요.  ,10
하이틴 영화는 다 챙겨보는데 진짜 최악이네요 스토리도 후반으로 갈수록 역겨워지고 퀸카라는 친구 두명은 예쁘지도 않으며남주는 무슨 아르테타같이 생겨서 갑자기 딴년이랑 뽀뽀하다 급 노선변경 쳐 해삐고 진짜 별로인 영화네요 ,2
이도저도 아닌 느낌. 허접하다기엔 잘 만든것 같은데 잘 만들었다기엔 허접한 느낌.,7
캬... 애니영화보는것도 오랜만인데새벽에 끌리듯이 봤는데 뭐야이거 감동+중간중간 재밌는 부분들 ㅠ 너무잘봤습니다 ,10
시간 가는 줄 모르고 봤다 이걸 CG로 어떻게 만들었는가…?,10
너무조아크카아규어애리디너오이개야옫ㅍㄱ,10
역사적인 애니메이션을 극장에서 볼 수 있었음에 감사..,10
아니 대체... 2023년 슬램덩크는 다를줄 알았는데 옛날 시절 향수도 정도껏이지 하나하나 그림으로 표현한 이 어이없는 영상미는 무엇..? 이것이 그 시절에 멈춰있는 일본을 보여주는듯 너무 허접해서 몰입을 할수가 없음; 그냥 돈 써서 cg로 표현을 하든가 삐걱거리는 움직임 못봐주겠음; 그 시절이 떠올라서 향수에 젖어드는 느낌이 아니라 그냥 허접해서 짜증남 ,1
가장 우아한 히어로무비,8
가볍게 볼만 했어요좌 현빈  우 다니엘헤니 속  해진이형 존재감 뿜뿜,6
잔잔한거 싫어하는 나로는 별루였음 결과도 예측 가능한ㅜㅜ 그냥 꼬마 아이가 너무 귀엽고 멧데이먼 연기는 퍼펙트 잔잔한 드라마 장르 좋아하시면 보세요 ,6
진짜 보면서 계속 울었고 자꾸 공감되서 미치겠어요너무 슬퍼오,10
마지막 1분은 진짜 숨참고본듯왼손은 거들분…,10
보는 내내 행복했음 최고!,10
정말 짠 합니다. ㅠㅠ 일본 정통 멜로 다움,10
구질구질하고 지긋지긋한것이 너무 현실적이여서 자꾸 눈물이 났다. ,9
정일우의 연기 인생 최고작..그러나 감독은  틀에서 벗어나시길..  ,8
삐뚫어진 모성애. 봉준호의 미친 역작. ,10
무조건 돌비에서 보세요,10
더 레전드 슬램덩크!!!,10
배우들 연기 인정! 특히 정성화는 안중근이었슴!근데  영화는 역시나 윤제균 구단이었음을 인정하게된다미안하지만!시도는 좋았으나 결국  &amp;lt;장수상회&amp;gt;처럼 국뽕신파로 밀어부쳤으나 실패다,4
너무 늦었다고 생각했으나 결국 늦지 않았던 속편,10
아 진짜 ㅈ같네 왜봤지 선생님이 거기서 갑자기 줘터지고 나온 장애인을 왜 따먹냐.... 말이된다고 생각함? 더럽고 시간 아깝고 너무 짜증나서...이런 삼류 스토리 써낸것도 작가라고ㅋㅋ 아 진짜 더러운 영화~ 감독 게이인듯 퉷!,2
어쩜 이렇게 가슴을 파고드는 이야기를...,10
괜찮은 영화. 한번 보라고 추천할 수 있네요. 전 한번 더 보고싶네요.,9
지연이도 지은이처럼 잘됐으면 했는데..안타깝다..이건 뭐 영화라기 보다는..관객모독의 시각화? 풉..,2
서울(ㅅㄹㄷ)을 탈출 하세요 이것밖에 할말이 없네요... ,10
아는노래 나와서 흥얼 거리는건 좋았음 하지ㄴ 이 영화를 떠올릴만한 노래는 없음. 스토리도 너무 흔해 억지로 즙짜기;; 대사하다가 뜬금없이 노래함 원래 뮤지컬이 대사하다가 노래하는게 맞긴한데 뭔가 다른 뮤지컬에 영화에 비해 연결되는 듯한 느낌이 없음 그냥 뜬금없어 띠용? 그냥 처음부터 끝까지 띠용?! ,2
미쳐버렸다. 소름돋았다,10
1편 망하고 2편까지  대단혀~웃기지도않고 슬프지도안고 뜻도없고총알 다피해내고...말도안되는내용에,1
평점들 봐라~ 우리나라 1/3은 ㄱㅆ레기 친일파들이다... 버러지 같은 것들이 그렇지 않은듯 섞여 살아 간다. 이게 대한민국 핵심이다. 그 버리지는 점점 늘어 날것이다. 지금 부터 싹을 자르지 못하면 기하급수적 늘어나 이제 완전히 그들의 세상이 될것이다. 지옥이 시작되면 돌이킬수 없다.,10
으악임 ㄹㅇ 이건 와 역대급 별로,4
넷플로 봤음 초반에 뭔 내용인가 했지만 후반으로 가니까 재밌네요 2편 넘 기대됩니다재밌지만 앞부분 좀 난잡해서 별 한개 뺌,8
넷플로 봤음 초반에 뭔 내용인가 했지만 후반으로 가니까 재밌네요 2편 넘 기대됩니다재밌지만 앞부분 좀 난잡해서 별 한개 뺌,8
눈물흘리며 보았다. 인생 최고의 농구 만화,9
이거보고울음찐이르진짜,10
따뜻한 가족愛를 통한 결혼권장 출산독려 영화,6
연기는 말도 필요없고 배우들의 감정과 노래의 깊이에 탁월함을 느꼈습니다 잊지 말아야할 우리의 역사를 다시한번 기억하게 해주셔서 감사합니다 보는내내 감동과 황홀함을 경험했습니다 고민하시고 있다면 고민없이 격하게 추천드립니다 !!,10
영화 티켓값이 하나도 안아깝다. 영화관람 최고의 순간이었다.,10
영화에 있어서 꼭 필요한 요소인 소리를 불가항력으로 못 박고 시작하는 감독의 패기와 연출력에 ZI리고 갑니다. 공포영화는 이렇게 만들어야 합니다.,9
불꽃남자 정대만!! 캬꼭 보세요,10
영화관이 존재해야 하는 확실한 이유.,10
멋진 반전이 있는 긴장 넘치는 스릴러,9
인생영화 등극.. 진정한 리더쉽이라고 생각함,10
이 영화 보려고 몇 년 만에 영화관 감..친구랑 둘이 티슈 한팩씩 들고 가서 영화 보는 내내 울어서 집에 가는데 기운 빠지고 머리도 아프고다시 한 번 보고싶음,10
괜찮은 킬링타임용 코믹 액션 영화,7
보스턴을 위한다면서 말하는데 참.. 꼭 보시길 바랍니다.,10
그 특유의 연출이 액션씬을 더욱 생동감 넘치게 살려준 느낌. ,10
완전 존잼..!!!!,10
딱히 새로울거 없는 그냥그런 경찰물,5
이거 그냥 명작임  눈물이 너무났음 ,10
뻔하지만 뻔하지 않은 영화. 튜닝의 끝은 진정 순정인가 .. 극장에서만 네번 봄,10
"아무 생각 없이 봤다가 옛 추억 몽땅 소환. 빨강머리 강백호랑 고릴라, 고릴라 여동생, 서태웅…모두 늙지 않고 그대로 있었다. 다시 단행본 찾아봐야겠다. 모조리 다시 다 보고 싶어짐.  반갑다, 부활한 슬램덩크!!",10
이 영화의 단점을 나열하라고 한다면 너무나도 많이있다. 허나 영상미 하나로 단점을 모두 씹어먹는다. 언젠가 이 영화를 극장에서 안 봐서 돈 아끼고 좋다. 라고 말 할 사람이 어딨겠는가,8
6년전 처음 보았을때의 감정을 다시 느낄 순 없었지만 어느정도의 여운을 느낄 수 있었다레전드 영화!,10
슬래셔무비 고어물 크리처 좋아하는데한국영화 치고는 나름 좋았어요~~,10
"액션, 스토리 다 좋은데말 같지도 않은 전개가;무술에 평생을 바친 무도인과 젊은 군화 신은 군인이 붙는 것 자체도 웃기고한번 쓰러지고 일어날 틈을 줬는데 걍 영춘권이 진거 아닌가 역시 짱깨는 믿거인가",4
한편의 뮤지컬을 관람한듯~감성자극^^보통 배우들이 대사하는것보다 훨씬 감성을 자극하네요♡배우들의 연기력.노래?다시 보고싶은 영화♡영웅♡,10
배우분들의 연기와 반전 스토리가 인상적이었습니다,10
林?新我喜??。?可?,10
으앙앙ㅠㅠㅠㅠ굳입니다,10
최악으로 식상하고재미없음^^,1
좀비가 되는 기분,2
이거 보고 삼반수 결정했다. 가슴이 시킨다. 꼭 목표를 이루겠다,10
언제나 똑같은 주지훈!ㅎㅎ영화는 엉성하기 짝이 없네.,3
감동적인 영화네요 넘슬퍼서 우는데 소리내서 울고싶었는데 숨죽여 우느라 힘들었어요배우분들 연기가 넘좋네요,10
"로멘스 영화이기보다는 현재 삶에 충실히 하라는 메세지를 보내는 영화 같네요. 저는 항상 그럽니다. 중학교 때가 좋았지, 재수할 때가 좋았지… 이러면서요. 막상 그때는 행복하다고 생각을 안 했습니다.  지금 이 순간도 불행해 보일지라도 미래에서 본다면 다시 돌아가고픈 순간일 것입니다.",10
최민식 다시봤음.이하늬랑 은근 어울림,10
아..진짜 너무 축쳐지고 재미없어요,4
한여름 시원한 소나기 같은 산뜻함과 청량함. 2023년에 보니 그때보다 더 세련된 느낌이 든다.,10
"아바타 1은 보면서 내용 유추가 가능했었는데2는 새로웠음 가족, 환경처럼 영화에서 주는메세지가 분명하고 내용도 너무 좋았음영상미도 진짜 좋고 이걸 그저2만원에 영화관에서볼 수 있다는게 너무 행복했음다음편도 너무 기대됨",10
더빙으로 한번 더보러간다,10
두근두근..잼있었어요.,10
이게 뭐야 싶은 내용이지만 신선해서 재밌게 잘 봄. 킬링타임용. ,10
오필리아 너무 예쁜데 발암캐릭터임 ㅠㅠ 진짜 속터져 죽는줄.. 현실과 동화속을 왔다갔다하는 그냥저냥 나쁘지않은 판타지영화,7
"원래 조석 작가가 잘만들어 낸 웹툰을. 상당한 수준으로 잘살림.쓸데없는 신파도 없구, 중국만세 중뽕도 없다고 보이고. 긴 웹툰을 꽤나 잘압축시켜 풀어냄.마지막이 원작과 다르고 로맨스를 집어넣은게 다르다면 다르지만.이정도면 간만에 중국에서 잘만든 영화나온거임.",10
"영상미와 CG는 걸작이지만, 이야기가 아바타1에 비해서 빈약해 보임. 초중반~ 너무 지루했음. 마지막에 싸우는 거 보려고 13년 2시간 30분 기다림.",6
굳,10
재미써요!!미래를 함께 꿈꾸는 남친이랑 같이 보세요!!,10
영화를 제작해주셔서 감사합니다 ,10
농구공 튀는 사운드,10
고양이 강아지 좋아하시면 보세요ㅎㅎ 넘 귀엽고 재밌어요~~,9
초중반 너무 너무 지루했음 다 보고 난 스토리는 좋았는데 초중반도 좀 스펙타클하게 나갔음 어땠을까싶음 넷플릭스 아니면 안봤을 영화 ,6
사람은 무엇으로 사는가 라는 질문의 해답을 준 애니메이션. 만화계의 레전드 오브 레전드 브랜드 &amp;#34;슬램덩크&amp;#34; ,10
진짜 눈물닦느라 옷소매도 다젖고ㅜㅋㅋ 개봉날 봤는데 아직도 음악 찾아듣고있습니다… 최고의 배우님들이세요ㅜㅜ 그리고 김고은 배우님 나오실때마다 진짜 충격인상태로 눈물만 줄줄 흘렸어요 호소력 최고!!,10
"촬영, 영상 때깔은 좋은데 전체적으로 잔잔해서 매드맥스의 스펙타클함을 기대하면 실망",7
무난무난 예스잼 액션씬 연출이 의외로 상당하다,7
보면서 너무 감동해서 몸이 뻐근해요,10
정말 좋아합니다 잘린거랑 회상씬 계속 나와서 경기흐름 계속 끊는거 빼고는 모두 만족,8
갠적으로 1편보다 재밌게 봤습니다하지만 장점이 확실한 만큼 단점도 확실한 영화인것은 맞네요,10
진짜 존나 슬프다 … 감동적이고 ,10
드림웍스 영화사만의 어른을 위한 동화들.내 인생은 특별하기 때문에 목숨은 하나다.특별하기에 더욱 소중하다.그렇기에 두렵지 않다.,10
노래하는 부분이 연기랑 너무 따로 노는 느낌입니다. 기존 노래로 불러서 상황과 완전히 맞아 떨어지지 않아서도 있지만 감정고조없이 그냥 노래 불러버리는 느낌이네요. ,6
뮤지컬로도 꼭 보고싶을 정도로 재밌게 잘 봤어요!,10
지금까지 잊고 지냈지만 잊을 수 없는 기억해야하는 역사를 다시 한번 각인시켜주는 영화였어요.너무 충격받았고 너무 울었고 노래들이 정말 대박이었습니다ㅠㅠ특히ㅜ나문희선생님의 그 울먹거리는 목소리로 부르신 노래가 정말ㅠㅠㅠㅠ정성화배우님 뮤지컬을 꼭 봐야겠다는 생각이 들었고 모든 배우분들의 합이 정말 좋았던것같아요.영화 아바타보다는 영웅을 보시면 정말 좋을것같아요. 너무 감동받고 슬펐고 잊지않겠습니다.,10
또 보고 싶어요 눈물 납니다  ,10
사랑하기도 사랑받기도 짧은 인생입니다,10
"진짜 쓰레기도 이런 쓰레기가 없다. 개연성은 찾아볼 수도 없고 처음부터 끝까지 적들이 누구인지, 왜 전쟁이 났는지에 관한 설명이 전혀 없다. 암걸리는 주인공에 암걸리는 조연들. 제발 안했으면 하는 행동들은 전부 골라서 한다. 진짜 시간낭비다 킬링타임용도 안되고 욕이 저절로 나오는 영화다.  혹시? 하고 볼 생각있으면 진짜 추호에도 생각하지 마라 제발 보지마라 시간 버린건 나 하나면 충분하다.",1
진짜 존나 명작이다ㅋㅋ,10
네이버평이 1도 믿을수 없는게 이정도면 최소 킬링타임용으로도 넘치는구만 항상 보면 주인공이 상영시간 내내 부정적이고 인상쓰고 짜증내고 화내고 하는 뭐 그딴 영화들이나 좋아요 감동이예요 하며 높은 평점주고 와 정말 졌다 쑤알 내가 이 조선인들 한텐 ,7
재밌어요 한번 봤던건데 어렸을때 본거라서 다시한번 또 보니까 안 보이던 것도 보이고 감동적이네요,10
여운이 남습니다 두 배우의 눈빛이 인상깊었습니다,10
말로는 형용이 어려운 그때 그시절의 감성이 농구코트에 가득 담겨 빛났다,10
걸어나올 때부터 이미 게임 끝!,10
"더빙에 대한 선입견이 있어 망설였는데, 만족합니다. 스케치로 주인공들 등장씬은 심장이 떨리게 하고 송태섭의 주연 역할은 이노우에의 선택이 옳았음을 증명. 다음 극장판 기대합니다. 만화책스토리 모르고 보셔도 됩니다. ",10
진짜 학창 시절 설렘을 잘 표현했다 재밌다 생각했는데 결말이 영... 이래서 영화가 싫다,6
저.. 이거 계속 봐도..첫 장면 생각만 해도 웁니다.. ,10
왼손은 거들 뿐~ 만화책에서 스크린으로 감동이 밀려온다,9
대단한 영화입니다 걸작임,10
미쳤다 그냥… 박찬욱 감독님 뇌구조가 궁금할정도로 그냥 미친영화임… 친절한 금자씨도 엄청 충격적이였는데 이건 말이 안나옴 한국에서 이런영화 나온걸 감사해야지,10
샹크스로 어그로 끈건 맞지만 원피스 팬들은 뭐든 그냥 좋다,10
늘 베이비 박스에 버려지고 보육원에서 자란 아이들이 안쓰러웠지만 사실 세상이 너무 더러워서 그런 것 같다. 그런 더러운 세상에 살아가고 있지만 나는 그 더러운 세상을 적응했다..,8
"솔직히 테러범들이 너무 순진하니 가능했지. 그리고 74년 뮌헨에서 비극의 주범이 방송사였는데, 여기서도 똑같은 짓하는게 웃긴다",7
OST부터 미치게 만들었다.,10
편집이 좀 정신 없다. 경기에 집중해서 보는데 과거회상이 불쑥 나와 긴장감 싹 다 끊어먹었다. 그래도 평점은 5점. 이노우에 작가가 살아있는 동안 어떻게든 산왕전을 마무리 지어준 것만으로도 만족한다. 개인적인 생각으로 애니 유튜버들이 차후에 산왕전 경기만 편집해서 영상으로 올린다면 조회수 터질듯? ㅎㅎ,10
한 때는 나보다 형들이었는데 지금은 자식뻘이라니..그래도 오랜만에 봐서 너무 좋았다 마음속에 아련함이 남더라,10
어릴적 롤모델이었던 송태섭이 주인공이라 내용이 더욱 감동적이었고 2시간동안 내마음을 들었다놨다하며 경기에 몰입할 수 있었던 최고의 순간이었음,10
"아름답습니다, 보살님들.보살 아닌 분들이 없으셨네요. ",10
Take Care Of My Cat,6
2023년 명작이 초반부터 나와버렸다.,10
언제봐도 재밌는 작품.. ,10
제가 본 공포영화중 최고눈 계속 감고봄ㅠㅠ,10
"그냥 무난하게 재미있지도 재미없지도 않은 느낌   두 주연들의 연기스타일도, 배신에 배신을 거듭하는 스파이류 스토리도 보는 동안 조금 피로감으로 다가왔음",6
제발 이안아 차에 있으라잖아;;;,7
잔잔한감동이있어요ㅎ,10
"대략 1,2부로 나뉜듯한 느낌..초반 1부 부산 배경은 화양연화의 스토리와 영상미를 그대로 옮겨온듯한... 후반 2부 이포 배경은 미스테리, 싸이코물의 느낌... 둘을 적당히 잘 섞었네요.",7
너무 슬프고 후유증 엄청 남아서 ost나 예고편 같은 것만 봐도 눈물나요 진짜 스토리 최고고 배우 얼굴합 오집니다 꼭 보세요 넷플릭스에 나오면 좋겠네요 제발제발 왓챠 넷플릭스 이런 곳에 올라와라,10
"배우들의 연기는 좋았지만, 범죄 영화 치고는 긴장감을 거의 느낄 수 없었던 지루한 영화였습니다.",6
재밌게 잘 봤습니다~ 울음 꾹 참고 보다가 마지막에 나문희배우님 노래하실때 눈물이 왈칵..ㅠㅠ,10
일단 탑급 주연배우들에 별5영상미 음향에 별5일본소설원작스토리는 별5짜리인데 연출이 힘들었을거라 감안해서 별4개인취향저격 별4한국cg팀에 별10기억에남고 아름다운 ?세련된  영상일본원작 +중국연출+한국기술=볼만함,8
사랑하기때문에....ㅠ,10
"모든 넘버들이 다 주옥 같다... 나문희 선생님의 노래 톤이 정석 뮤지컬톤, 성악톤이 아닌게 오히려 더 가슴을 울렸던 것 같아요. 그리고 이걸 보고 정성화 배우님에 빠져 7회차를 찍을 줄은 몰랐지... 사랑합니다...",10
영화관 알바하면서 이런저런 영화많이 봤지만한번도 졸지않고 본 영화가 이거네요..개인적으로 감동 재미 다 잡은 영화인거같아요아바타랑 스위치가 최근에본 영화중에 젤 재밌었고크리스마스전에 개봉했더라면 정말 더 대박이였을거같아요 !,10
연출도 훌륭 이병헌 연기는 더 훌륭,10
마지막에 야심차게 보여주는 반전이 이미 영화 초반부터 뻔히 예상되던 내용이라 오히려 더 놀랐다. 그런데도 긴장감 조성이 되는걸 보면 전체적인 구성과 전개는 탄탄한 편.,8
우선 저는 이런스토리 좋아합니다..,10
이것이 헐크의 매력러팔로 헐크는 아동용 ,10
소재는 좋았는데…배우들 연기들이 심각하네요…킬링 타임용도 안되는 듯…아꿉…,2
내용은 그냥 저냥 나쁘지 않은데마지막 쿠키영상 하나가 많은 메세지를 줌,8
오랜만에 정말 진심으로 훌륭한 애니메이션 관람.코믹북을 다 읽은 사람은 훨씬 잼있을 듯...,9
그럭저럭 볼만했습니다.,7
극장에서 큰 화면으로 봤다는 것에 의미를...,7
삶을 살아내는 태도가 주는 울림이 진심어린 연출을 통해 고스란히 느껴진 영화,10
강철비1/2.택시운전사 이딴 북한쓰레기영화보다 낫다.,7
생각보다 괜찮았습니다.,7
이미 책으로 읽어서 내용과 결말을 알고 있었음에도 영상으로 보니깐 책으론 느낄 수 없던 감정들이 생기기도 했다. 마지막 부분에서 눈물을 흘렸는데 내가 감수성이 이렇게 풀부한 줄 처음 알았다.,10
사회 부조리와 인간이 욕망을 신선한 소재로 충격적으로 보여준 웰메이드 스릴러,10
근래 본 한국 영화 중 가장 재미있었습니다.,8
나는 그들의 인터하이 결승전이 보고싶다,10
"3D여서 걱정을 했는데, 시작한 지 3분 만에 모든 걱정이 사라졌고, 2시간 동안 몰입할 수 있었다.",10
중후반이 조금 아쉬웠었습니다.,6
기대가 조금 컸었나 봅니다.,7
"같은 옷 계속 입는 거 아니고요, 여러 벌 있어요.  나는요... 아. 깨끗해요",10
진심 존나 슬픔 미친거 아님?,10
큰 재미가 있다고 할 순 없지만 몰입감이 좋았다.,10
보기좋은 영화였습니다.,10
생각보다 괜찮았었습니다.,8
기대안했지만 역시 연기를 너무 잘한다...올만에 눈물이 글썽거렸습니다 굿이에요,10
기대가 조금 컸나 봅니다.,6
최고에요ㅠ소리지르고 싶은데 영환이라..숨참으며 봤네요2편도 만들어줘요~~~,10
재미있게 관람하였습니다.,8
"이번 요리는 온갖 최고급 재료를 넣었으니, 그전에 먹던 짜장면이 더 맛있었다고 말 못하겠지.",2
20년만에 눈빛이 똘망똘망 해졌습니다. ,10
판도라에 빠져있다가 순간 이 모든 게 허구의 창작이라는 것이 떠오를 때 새삼 경이로워진다,7
추억에 대한 최고의 예우bb,10
영화 ‘아저씨’ 황정민 주연,6
그때의 주인공들이 선에 선들이 이어지고 점점 색이 입혀지고 걸어나오면서 나의 학창 시절을 함께 보냈던 그 때의 주인공들이 추억과 함께 나에게 걸어나오는 느낌을 받았다. 연출 또한 너무 훌륭해서 결말을 알고있음에도 매 순간 가슴 졸이며 보게되었다. 제발 애니메이션 최신 버전으로 리메이크 해주세요!!!,10
딱 5점짜리 영화. 배우들의 연기는 좋았다.,5
아이가 트라우마 생길거같네요 두꺼운 긴 바지 입었으면 좋았을텐데 내 딸이라면 저런역할 100억준대도 시키기 싫타,4
아바타 슬램덩크 영웅에 결코 밀리지 않는 작품입니다. 강추 !!! ,10
결말이 엥? 맘에안듬 결말이 뭐이래?,1
"영화 자체는 좋은 데, 고증이 너무 엉망임.~ 사랑과 영혼 1990년대 개봉.~ 옷 스타일은 1970년대 후반, 어이가 너무 없다.~ 1990년도는 한창 압구정 오렌지족이 판을 칠 때다.~ 시대별 문화 공부  똑바로 하시길.~ 근데 의문인게 염정화가 더 잘 알 건데, 왜 감독에게 건의를 안 했는 지를 모르겠다.~ ",8
이게 뭔 ㄱㅅㄹ야? 여기 투자한 투자사가 대단.,2
재밌어요 킬링타임용. 그리고 애니메이션 그래픽도 괜찮아요. 야간에 보러 가는거 추천합니다. 애들없이 집중해서 보기 좋거든요. 굿,10
난 82년생... 옛날 생각나고... 강백호가 아닌 송태섭...신의 한수!,9
어릴적 추억 폭발..이상하게  눈물나네,10
하아 이거 평점 왜높냐.... 진짜 내 시간아깝다,2
난 진짜 재밋었다 그냥 좀 뻔하지만 재밌음,10
무식할정도로 용맹스러운게 웃기지만 통쾌하다.장르가 신선한 영화였다.,8
또보러갈거임  오랫만에 영화관에서 재밌게봄 기대를 너무안했었나..,10
좀더탄탄한스토리로 넷플릭스에서 개봉했다면 흥행했을거같아요! ,8
"가벼운 관종 이야기인줄 알았는데, 결코 가볍지 않은 이야기.",7
멋진 영상미 그러나 가족애로 치장한 뻔한 스토리,8
양아치 짓 쳐하고 다닌 자식놈들 윤간죄 덮느라 고위층 놈들이 저지른 나비효과 고위층으로 올라갈수록 윤리 도덕의식은 반비례하는 현실 ,8
기왕 마음정한것 날수있는데까지 날아봐유 응원합니더,10
"타임머신을 타고 온 기분이다. 미래 기술력 체험, 외계 문명 견학, 시간은 순삭.",9
6번 봄 진짜 거짓말이 아니라 미친거같음,10
이런 감정... 너무 오랜만이다. 최고.,10
후대들에게 부끄럽지 않아야 한다.우리나라를 보존해야한다.,10
이상과 현실말과 행동의 괴리 나도 몽상가다,10
산왕전은 역대 최고다..,10
진짜 재밌게 봤어요! 영상미 대박!,10
진짜진짜진짜진짜 재밌다,10
정말 좋은 영화그리고 디저트도 훌륭한 영화내가 이거 30번 봤는데헤일 페이몬!! 하고 나서 노래 나오는게 항상 반갑다이 노래 들으려고 또 이 영화 본다 ㅎㅎ,10
박찬욱 그리고 조영욱끝,10
정말 예술입니다....말이 필요없네요 감동입니다!!!,10
수축과 이완 웃음과 울음 서스펜스와 감동 심장 쫄깃한 조절능력,9
시각적으로 일단 색감이 다채롭고 액션씬도 2d같으면서도 은근 생동감 넘쳐요!그리고 내용도 유치하지 않아서 애들보다 오히려 성인들에게 추천하고 싶어요.,10
잘봤다. 엉덩이가아프다,10
이건 내가 원한 유전이 아닌데,1
내 인생에도 이런 청춘이라는게 있었구나.,10
팬들을 위한 작가님의 선물OST의 첫 등장신부터 겜 끝,10
와타시 하나도 모르고 봤는데도 너무 재밌었음,10
손 꼭 잡고 보느라 ㄷㄷ.. ,10
5편까지 꼭 만들어야 합니다 상양전 정대만 메인으로 방황끝내고 돌아온 중학mvp내용 넣고 해남전 서태웅 메인으로 1학년에이스로써 가능성과 한계를~ 능남전은 강백호를 주인공으로 안선생님 쓰러지면서 아버지를 회상하는 내용을 추가로~풍전전은 채치수 주인공으로 어릴적부터 꿈꿔온 전국무대 진출을 이루면서 어릴적 회상신을 중심으로 만들어주면 북산5명 내용 딱 떨어질거 같아요 간절히 바래봅니다 ,10
영화다,10
5명의 캐릭터들이 저벅저벅 걸어나오는순간. 심장이 요동치고 울컥함. 산왕과의  마지막1분은 심장이 멋는듯 했고. 경기가 끝난순간 옆에있는 아재들 다 울음바다ㅠㅠ,10
누구나 좋아할 영화예요 마음이 따뜻해지는 영화. 재밌는 포인트도 많고요 영화 보다가 잘 지루해 하는 편인데 한 장면도 안 놓치고 몰입해서 봤습니다,10
편하게 볼수있는 학창시절 첫사랑얘기 감동은 덤,8
내가 본 일본멜로 영화 원탑,10
올해 최고의 영화입니다,10
나름 괜찮게 봄ㅎㅎ 재미도 있고,10
웅장한 초록색 애니메이션. 음악도 너무 좋다. No one is alone!,10
생각치도 못한 감동...옛 추억에 봤지만...예상을 깨는...가슴이 웅장해지는 명작...,10
재미있다. 귀엽고 스토리도 나름 탄탄함 여러 동화이야기가 들어있네~재미있게 봄 ,10
대한민국 국민이라면 꼭 봐야할 영화 입니다,10
그래서 죽은척 하고 있던 이유는?,6
다시볼수있다는그자체만으로도,10
잘봤습니다. 뻔하지만 영상미로 지루하지않고 3시간 잘감특히 아기들이 졸귀고 물종족애들 등빨 좋고 빠따 좋아보이고 하드펀처 같은애들 많은데 전투신없어 아쉽다정도 ,10
영상 하나하나에 기술의 장인의 숨결이 들어있다,10
"아이들과 친구가 되기로한 어른교사들의 이야기, 또는 어른들(부모와 교사들)과 친구처럼 지내며 노는 아이들의 이야기. 돌봄의 바람직한 방향을 제시하며 한번쯤 고민하게되는 영화",10
최고의 영화 실망시키지 않는다,10
확실히 조악한 부분이 많다.하지만 분명히 저평가 돼있다.,7
내용이 좀 후반부에서 망친느낌이네요 중후반까진 괜찮았는데.. 아쉽습니다..,2
메이드 인 차이나?문맨이니까 문재인?훠훠훠 쩝쩝(웃음),6
애니 보다 운건 오랜만,10
왜 A급 배우들로 b급 영화를 만들어냈니,3
최고다!!! 숨막힌다 알고봐도 재밌다,10
"대한민국의 사람이라면, 꼭 한번은 모두가 봤으면 좋겠다",10
그때의 신파만 다듬었다면 깔게 없는 연기~~,8
감동적이예요. 웃다 울다...  너무 찡하네요,10
원작의 감동에 생생함을 더하다.종료 9초 이후의 연출력은 극장을  일순간 진공상태로 바꾸어 놓음.,10
예전 영화지만 지금봐도 탄탄한스토리라고 생각된다. 마지막 예쁜조연 아줌마의 앙증맞은 반전^^,10
급작스럽고 다소 비약이 있는 듯한 사건의 흐름.아이러니로 점철된 이 부자연스러운 연결이 주는 강렬함과 분명히 존재하는 현실의 단면이 역설적으로 영화의 최고의 장점이자 단점.,9
국내 스릴러 영화도 재밌네.. 배우들 연기 너무 잘한다,10
이 영상(영화라기도 아까움) 안본 눈 삽니다. 딸은 없고 아들한테 공양미 삼백석 더블로 묻고 눈 좀 사달라고 해야할판입니다. ㅜㅜ ,1
